,Brand,Best_Seller,Best_Seller_Rating
1056,YI,Kiron,3.851009515502969
1057,YKS,Ktrack International,3.808862057930537
1058,Yamaha,Audiomaxx In,4.644911526207248
1059,YeahiBaby,reefor,3.911142418389219
1060,Yellow Weaves,Yellow Weaves,3.901491056488596
1061,Yogasya,Yogasya Wellness,3.246350881387113
1062,Yonex,AC Collections,4.604087086942587
1063,Yumato,Vini Online Shop,3.308954570748081
1064,ZAAMBUTECH,ESnipe Mart,4.222390521736538
1065,ZAPTIN,ZAPTIN ENTERPRISES,2.6939077984813933
1066,ZORO,ALFA Retail Corp,3.6219434825518
1067,ZURU BUNCH,BE01,4.172065413516792
1068,Zaptin™,ZAPTIN ENTERPRISES,2.776225436070102
1069,Zebronics,onlinebee,4.36580177807681
1070,Zebronics - Intel,HYNIX & KINGSTON DDR RAM,3.8361648848397594
1071,Zebronics-Intel,SUFI ELECTRONICS,3.9688318642278264
1072,Zippo,ONLINEMANTRA,3.948050299297673
1073,Zofey,ZOFEY,3.490911913107257
1074,Zoook,PINNACLE ELECTRONICS,4.1445798853807565
1075,a k,MAHADEV SPORTS MEERUT CITY,4.612844090381499
1076,a k creation,Best_seller_India,3.720247602745257
1077,beconnected,beconnected,3.7442673082526787
1078,billionBAG,billionBAG,2.901160036695273
1079,capriff,CapriffIndia™,4.230032878429777
1080,captcha,ZAPTIN ENTERPRISES,3.2724172058115335
1081,cartup,cartup.,2.214171916408044
1082,cmbear,TRENDING YOUTH TECHNOLOGIES PRIVATE LIMITED,2.6626636798989067
1083,eErlik,Dawn Market,4.048049145211459
1084,eHub,eHUB®,3.973070943046179
1085,ekta home appliances,Amazing Shopee,3.925316423300521
1086,flying CLOUDS,ALFA Retail Corp,3.809176385300127
1087,friends & company,Ayushman Sales and Company,3.458591179178919
1088,happytech,SHOPBOOZ™,3.644471820315304
1089,hopesunkhc,Cart2India Online,2.691133641592488
1090,i-Heir,i-Heir® Official,2.09816237421487
1091,iBall,RAJU COMMUNICATION.,4.682900117892795
1092,iNinja Tools,Shirisha enterprises,3.6069585323524658
1093,iVoltaa,iVoltaa Official,3.7628627425187577
1094,iZED,Maadurgacreation,2.9919595665193683
1095,incho,Aster Commerce,4.450998999572068
1096,jungal,Kart Trade,2.8958306171969923
1097,junos,1699 sikh store,3.9852668941140097
1098,king shine,king shine industries,3.264745714497
1099,lovelyhome,lovelyhome Mall,4.277056310730553
1100,metors,Ergode India,3.9914699102966456
1101,mi,Cloudtail India,3.635247325473873
1102,mtuggar,mtuggar,2.956850416613338
1103,ooze,polaccessories,3.7105200443954502
1104,oyrl,A2ZTraders,3.353648631656132
1105,realme,Vservbpo,3.621534586341742
1106,rts,Radhey Techno Service,3.1420977429314254
1107,shopmart,sachin  enterprises,2.940494023674216
1108,smarteefi,Smarteefi,3.511270360841652
1109,stealkart,Shopper's Gallery Zone(100% CUSTOMER SATISFACTION),2.6922417425047227
1110,vini yoga mat,dimpi enterprises,3.6498041501653207
1111,wildmount,RATRADERS,3.29038694010242
1112,zhart,ToolsMart,3.961915033152108
